Case ID,Create Fine|Create Fine,Send Fine|Insert Fine Notification,Appeal to Judge|Appeal to Judge,Appeal to Judge|Send for Credit Collection,Payment|Create Fine,Insert Fine Notification|Send Fine,Create Fine|Insert Fine Notification,Create Fine|Payment,Send Fine|Create Fine,Send Fine|Payment,Insert Fine Notification|Add penalty,Add penalty|Send for Credit Collection,Payment|Insert Date Appeal to Prefecture,Send Fine|Appeal to Judge,Insert Fine Notification|Create Fine,Payment|Appeal to Judge,Create Fine|Send Fine,Add penalty|Payment,Appeal to Judge|Create Fine,Add penalty|Insert Fine Notification,Create Fine|Appeal to Judge,Insert Date Appeal to Prefecture|Create Fine,Payment|Insert Fine Notification,Add penalty|Send Fine,Create Fine|Send for Credit Collection,Insert Fine Notification|Payment,Payment|Send for Credit Collection,Appeal to Judge|Payment,Send for Credit Collection|Send Fine,Send Fine|Send Appeal to Prefecture,Payment|Send Fine,Insert Fine Notification|Send for Credit Collection,Send for Credit Collection|Send for Credit Collection,Insert Fine Notification|Insert Fine Notification,Appeal to Judge|Send Fine,Send Fine|Send Fine,Insert Fine Notification|Insert Date Appeal to Prefecture,Send Appeal to Prefecture|Insert Fine Notification,Add penalty|Add penalty,Send Fine|Send for Credit Collection,Send Fine|Add penalty,Send for Credit Collection|Add penalty,Add penalty|Insert Date Appeal to Prefecture,Send for Credit Collection|Insert Fine Notification,Create Fine|Add penalty,Payment|Payment,Send for Credit Collection|Create Fine,Send for Credit Collection|Payment,Payment|Add penalty,Add penalty|Create Fine,Insert Fine Notification|Appeal to Judge,Insert Date Appeal to Prefecture|Send Appeal to Prefecture,Add penalty|Appeal to Judge,Appeal to Judge|Insert Fine Notification,Appeal to Judge|Add penalty
case 414,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.0,0.0,0.24009999999999995,0.0,0.0,0.7,0.0,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0
case 415,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.7,0.24009999999999995,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 416,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.7,0.24009999999999995,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 417,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.533,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.19,0.0,1.0730999999999997,0.0,0.0,0.0,0.7511699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 418,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.16806999999999994,0.0,0.24009999999999995,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 419,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.0,0.0,0.24009999999999995,0.0,0.0,0.7,0.0,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0
case 42,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.3429999999999999,0.0,0.48999999999999994,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
case 420,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 421,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 422,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.7,0.24009999999999995,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 423,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.7,0.24009999999999995,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 424,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.19,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.7,0.24009999999999995,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 425,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.533,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.19,0.0,1.0730999999999997,0.0,0.0,0.0,0.7511699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 426,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.533,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.19,0.0,1.0730999999999997,0.0,0.0,0.0,0.7511699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 427,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,1.533,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.19,0.0,1.0730999999999997,0.0,0.0,0.0,0.7511699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 428,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.16806999999999994,0.0,0.24009999999999995,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 429,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.16806999999999994,0.0,0.24009999999999995,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 43,1.0,0.48999999999999994,1.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.7,0.0,0.0,0.0,0.24009999999999995,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
case 430,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.16806999999999994,0.0,0.24009999999999995,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 431,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.16806999999999994,0.0,0.24009999999999995,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 432,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.16806999999999994,0.0,0.24009999999999995,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.8329999999999999,0.0,0.0,0.0,0.5830999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 433,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.24009999999999995,0.0,0.7,0.7,0.7,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0
case 434,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 435,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.48999999999999994,0.7,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.24009999999999995,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 436,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 437,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 438,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.24009999999999995,0.0,0.7,0.7,0.7,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0
case 439,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.48999999999999994,0.7,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.24009999999999995,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 44,1.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.24009999999999995,0.8329999999999999,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 440,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 441,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.24009999999999995,0.0,0.7,0.7,0.7,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0
case 442,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 443,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.48999999999999994,0.7,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.24009999999999995,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 444,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 445,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 446,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 447,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.24009999999999995,0.0,0.7,0.7,0.7,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0
case 448,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 449,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.48999999999999994,0.7,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.24009999999999995,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 45,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
case 450,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 451,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 452,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.16806999999999994,0.48999999999999994,0.7,0.0,0.0,0.0,0.0,0.3429999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.24009999999999995,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 453,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case 454,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.24009999999999995,0.0,0.7,0.7,0.7,0.0,0.0,0.16806999999999994,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,1.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0
case 455,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.24009999999999995,0.0,0.3429999999999999,1.043,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.49,0.0,0.7300999999999999,0.0,0.0,0.0,0.5110699999999999,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
case 456,1.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.24009999999999995,0.0,0.0,0.0,1.0,0.0,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
case 457,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,0.0,0.7,0.7,0.0,0.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0
case 458,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,0.0,0.7,0.7,0.0,0.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0
case 459,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.3429999999999999,0.0,0.48999999999999994,0.0,0.0,0.0,0.3429999999999999,0.0,0.7,0.7,0.0,0.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0
case 46,1.0,0.7,1.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.7,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
